Video ID,Comment ID,Comment Link,Commenter Name,Commenter ID,Comment,Likes,Cleaned_Comment,Sentiment
2FPx1_CUzYQ,UgyVPFgWc-WxezHouHh4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgyVPFgWc-WxezHouHh4AaABAg,@anaknusantara506,UCKXSrDI7yoj1rRr0hex3RVQ,Hidup pemuja uang pengikut dajjal dan moneypulasinya !!! Perusak tanah air pusaka !!!!,0,hidup pemuja uang pengikut dajjal dan moneypulasinya perusak tanah air pusaka,Neutral
2FPx1_CUzYQ,UgyG2qgVb_noVRw2Ob54AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgyG2qgVb_noVRw2Ob54AaABAg,@anaknusantara506,UCKXSrDI7yoj1rRr0hex3RVQ,Jongos mah bebas digimanain 😂😂😂,0,jongos mah bebas digimanain,Neutral
2FPx1_CUzYQ,UgzEQd0e3m8_Y5_0FtJ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgzEQd0e3m8_Y5_0FtJ4AaABAg,@MuhammadAkbar-dc2ub,UCSUZPnLrqWAf5k3pjuhm_Hg,"Nah bagian market distrust ini yang susah, pemerintah sekarang gak disukai, jujur dah bodo amat kalau gw ditangkap karena nyampein ini. alhasil secara ekonomi pun berdampak banget.. banyak teman2 gw beli USD sama SGD, reksadana/saham dan sejenisnya mereka tarik, dan itu hak mereka, gak bisa disalahin, gara2 pemerintah juga. Dan gw cuman mindahin ke emas dan perak, setidaknya tidak beli valas, gw masih sayang negara ini",0,nah bagian market distrust ini yang susah pemerintah sekarang tidak disukai jujur dah bodo amat kalau gw ditangkap karena nyampein ini alhasil secara ekonomi pun berdampak banget banyak teman gw beli usd sama sgd reksadana saham dan sejenisnya mereka tarik dan itu hak mereka tidak bisa disalahin gara pemerintah juga dan gw cuman mindahin ke emas dan perak setidaknya tidak beli valas gw masih sayang negara ini,Neutral
2FPx1_CUzYQ,UgxHDBg0XY5Gdo7Q6GJ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgxHDBg0XY5Gdo7Q6GJ4AaABAg,@orangbiasa1667,UCvlbksCXV4iBROjcIJugLGQ,Gibran gak bakal ngerti kaya ginian karna otaknya kosong,0,gibran tidak bakal ngerti kaya ginian karna otaknya kosong,Neutral
2FPx1_CUzYQ,Ugw73t4GjnXpHwUtJQ94AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugw73t4GjnXpHwUtJQ94AaABAg,@MuhPathullapil,UCTmI2sdrJIT71-6jjmSeOmQ,Akhir MBG disalahkan..!,0,akhir mbg disalahkan,Neutral
2FPx1_CUzYQ,UgwkfoIUfRUKt8mfHYd4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgwkfoIUfRUKt8mfHYd4AaABAg,@agilrahadi7784,UCaFEC9vHgtJTz4-fAWoaEyg,2029 ganti presiden,0,ganti presiden,Neutral
2FPx1_CUzYQ,Ugw5-cCgZOr4YJQyIcB4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugw5-cCgZOr4YJQyIcB4AaABAg,@comaang666,UCDW-HbF7BppLfz30RZwCOBg,"Nonton ini sambil makan siang. <br>Perut terisi, otak terisi. <br>Tapi jangan tanya lauknya, karena berbanding lurus dengan nilai rupiah😂",0,nonton ini sambil makan siang perut terisi otak terisi tapi jangan tanya lauknya karena berbanding lurus dengan nilai rupiah,Neutral
2FPx1_CUzYQ,Ugxoh8W6LG-6bRK_kht4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugxoh8W6LG-6bRK_kht4AaABAg,@aryoutomo9108,UCK0eI3IRgzAux1eSgT7CIpw,Broken money,0,broken money,Neutral
2FPx1_CUzYQ,UgyLuvtT4vZu2XR9Wet4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgyLuvtT4vZu2XR9Wet4AaABAg,@foryourinformation8248,UCEX2DBYl6aggR9J70jN3vcw,"Data di indo itu bisa diubah-ubah, lihat realnya dilapangan banyak mall, pasar sepi. Banyak PHK dimana-mana, banyak orang tiba-tiba jualan dan pembeli sepi",0,data di indo itu bisa diubah ubah lihat realnya dilapangan banyak mall pasar sepi banyak phk dimana mana banyak orang tiba tiba jualan dan pembeli sepi,Neutral
2FPx1_CUzYQ,UgwxkrHl2ujlqrTPCCR4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgwxkrHl2ujlqrTPCCR4AaABAg,@sagaramiimdhani3782,UCcoOi1Uaj_KhT_ziwGbvKtw,"Pejabtnya tu omongin apbnnya beli meja biliar untuk di ruang rapat sampe miliaran itu yang yang ngebuat apbn naik, sama tu satu keluarga korup nama belakangnya sama semua",0,pejabtnya tu omongin apbnnya beli meja biliar untuk di ruang rapat sampe miliaran itu yang yang ngebuat apbn naik sama tu satu keluarga korup nama belakangnya sama semua,Neutral
2FPx1_CUzYQ,UgzehBV9751LV23bukJ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgzehBV9751LV23bukJ4AaABAg,@SARDOT.BERSHOLAWAT2347,UCRxPGKhJ8U5HHIiAzPey3yQ,Presidennya kebanyakan Studi tour..... dan pidato ngamuk2,0,presidennya kebanyakan studi tour dan pidato ngamuk,Neutral
2FPx1_CUzYQ,UgxWJq3aXxniK-fGN6R4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgxWJq3aXxniK-fGN6R4AaABAg,@szczesny1229,UChdoVYNoLU6TB32XXpYEWkw,Prabowo prabowo,0,prabowo prabowo,Neutral
2FPx1_CUzYQ,UgxfJXnvb7OX9ACYJ154AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgxfJXnvb7OX9ACYJ154AaABAg,@aragakikidz7672,UCitGAKbUQuuwFY_9PcZ0lQA,"Pemerintah ter-G0BL0K sepanjang masa, naikin GDP dan ber-BANGGA2 dengan GDP tinggi, padahal Belanjanya Ugal-Ugalan ...<br>Karena salah satu cara menaikkan GDP adalah Belanja Negara ...<br>BOROS kok Bangga ...<br>Otak G0BL0K ... !!!",0,pemerintah ter g bl k sepanjang masa naikin gdp dan ber bangga dengan gdp tinggi padahal belanjanya ugal ugalan karena salah satu cara menaikkan gdp adalah belanja negara boros kok bangga otak g bl k,Positive
2FPx1_CUzYQ,Ugzih1oLQoOJvveF6Kx4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugzih1oLQoOJvveF6Kx4AaABAg,@ibnujamilkhairi3606,UCG8YYSlcwpls5obYHQ89Yaw,Emang pemerintah isinya inteleknya rendahan banget sih. Goblok lah tepatnya,0,emang pemerintah isinya inteleknya rendahan banget sih goblok lah tepatnya,Negative
2FPx1_CUzYQ,UgyL_OqDfT-9hkZwN894AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgyL_OqDfT-9hkZwN894AaABAg,@VladimirVladimirovich-m4g,UCZQyT6WU-Feld4lGSNWGY6g,"Orang yang paling tinggi disana paham gak ?<br>Gak. Kan dia orang kaya. Gak pernah merasakan kemiskinan.<br>Kalau negara yang dia tinggali chaos karena makin terpuruk keadaannya, ya kabur aja dulu ke jordan.<br>Aman deh<br>Beres.",0,orang yang paling tinggi disana paham tidak tidak kan dia orang kaya tidak pernah merasakan kemiskinan kalau negara yang dia tinggali chaos karena makin terpuruk keadaannya ya kabur saja dulu ke jordan aman deh beres,Positive
2FPx1_CUzYQ,UgzPV5xXhmyaKPLAnz54AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgzPV5xXhmyaKPLAnz54AaABAg,@jarotmdr9770,UC97dstte635d8nFMQXA47eg,wowo harus liat,0,wowo harus liat,Neutral
2FPx1_CUzYQ,UgxZucClPNQQCPSADEB4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgxZucClPNQQCPSADEB4AaABAg,@RASA_TRIANA,UCss0iij6VcHgkTPCYgTr2YA,“Negara Berhemat”,0,negara berhemat,Neutral
2FPx1_CUzYQ,UgybN9eQ56sUvQ1XFBJ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgybN9eQ56sUvQ1XFBJ4AaABAg,@jusemink-de1wj,UCKFga0RJ2BWDwGaNpoGcY5g,solusinya ya ganti presiden titik,0,solusinya ya ganti presiden titik,Neutral
2FPx1_CUzYQ,UgyMP9__eQQZMyqzbJJ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgyMP9__eQQZMyqzbJJ4AaABAg,@kismankisofficial2508,UC_8ry1BxtPyTTo-UMx8tAtQ,Setelah di simak menurut pendapat saya bisa dipahami masalah pertamanya  di Belanja lebih besar dari pendapatan dimana kenaikan belanja2 itu  ada belanja yg tidak produktif. <br>Kedua Import yg lebih besar daripada export menggunakan dolar,0,setelah di simak menurut pendapat saya bisa dipahami masalah pertamanya di belanja lebih besar dari pendapatan dimana kenaikan belanja itu ada belanja yang tidak produktif kedua import yang lebih besar daripada export menggunakan dolar,Neutral
2FPx1_CUzYQ,UgxqM7DEYtwjYSqxc-Z4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgxqM7DEYtwjYSqxc-Z4AaABAg,@FidoLeon-ji3eb,UCT7TDMwmlE1ONN4k8rBzyMw,"gampAng MBG,KOPDES,BGN DLL   HENTIKAN TOTAL<br><br>PRESIDEN TOLOL",0,gampang mbg kopdes bgn dll hentikan total presiden tolol,Negative
2FPx1_CUzYQ,UgyxKQjCMVq1pckYN0l4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgyxKQjCMVq1pckYN0l4AaABAg,@megiriawan7603,UCgfwV_WId_9Pqk0AgBKzAtA,"Komen di channel lain buzzernya ngeri2 bro,",0,komen di channel lain buzzernya ngeri bro,Neutral
2FPx1_CUzYQ,UgwipCVEHd8G_MIbemR4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgwipCVEHd8G_MIbemR4AaABAg,@NURALIF-x4s,UChrBS1ti_Rw2EMH-dPz9GXg,yah Prabowo join ke BoP rugi dong ga bisa negoisasi ke Donald Trump wkwk,0,yah prabowo join ke bop rugi dong tidak bisa negoisasi ke donald trump wkwk,Negative
2FPx1_CUzYQ,Ugwbj2Pbm_fL-7UtCPh4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugwbj2Pbm_fL-7UtCPh4AaABAg,@achmadarrizeqi1652,UCJc_PN2XNAPVopqjMSpI6Pg,"nunggu penjelasan pak mentri ditutup2i, mending dengerin disini",0,nunggu penjelasan pak mentri ditutup i mending dengerin disini,Neutral
2FPx1_CUzYQ,UgyxnRWj8tpDCJuelwd4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgyxnRWj8tpDCJuelwd4AaABAg,@RibkaAmelina,UCQ8yWX_k5KsQGQz13actgdQ,Salah BGN 😂😂😂<br><br>Program Presiden. Yang teramat cerdas😂😂😂,0,salah bgn program presiden yang teramat cerdas,Neutral
2FPx1_CUzYQ,UgxQmkloikJTieviBFR4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgxQmkloikJTieviBFR4AaABAg,@RustamWidarto,UCWe1q4JthSGXy8St7d2i7KQ,"Bang kenapa otda itu ga maksimal ya apa apa masih di atur sm pusat, dan pusat sering menyamaratakan kebijakan untuk setiap daerah hmmm",0,bang kenapa otda itu tidak maksimal ya apa apa masih di atur sama pusat dan pusat sering menyamaratakan kebijakan untuk setiap daerah hmmm,Neutral
2FPx1_CUzYQ,UgywpPL6y54PBX0NiU14AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgywpPL6y54PBX0NiU14AaABAg,@aansportivo,UCVEA5aRdFEfUy4UFN0Vc3dg,semakin taat masyarakat bayar pajak<br>semakin sejahtera pula para pejabat<br><br>percayalah.,0,semakin taat masyarakat bayar pajak semakin sejahtera pula para pejabat percayalah,Neutral
2FPx1_CUzYQ,UgxAvRHur3ggXUko-r54AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgxAvRHur3ggXUko-r54AaABAg,@Xian-jinx,UCWKolbTZB9iX0Jzqj2tQgmw,Turunkan prabowo,0,turunkan prabowo,Neutral
2FPx1_CUzYQ,UgzFzev4E04XoeJG6-p4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgzFzev4E04XoeJG6-p4AaABAg,@onestopclip,UCG0BxV3tVwtujAb2Ngm9z3Q,"<a href=""https://www.youtube.com/watch?v=2FPx1_CUzYQ&amp;t=419"">6:59</a> uwuwuwuuwuwuwuwwwww",0,uwuwuwuuwuwuwu,Neutral
2FPx1_CUzYQ,Ugxg72JjlXDylGIIaOp4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugxg72JjlXDylGIIaOp4AaABAg,@OPHTHOTHERION,UCjOHOrHV8mN8pgmdvCNYcdg,"if bung ferry runs for 2029 president, imma be the first voter fr",0,if bung ferry runs for president imma be the first voter fr,Neutral
2FPx1_CUzYQ,Ugz3t8C1QDnb97v4AoZ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugz3t8C1QDnb97v4AoZ4AaABAg,@budezeddin2023,UCM8E4Tfsq33Whbv9Wk4Zl6Q,bandingkan dengan thailand bang,0,bandingkan dengan thailand bang,Neutral
2FPx1_CUzYQ,UgzC69jwIvQ7OycxBfd4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgzC69jwIvQ7OycxBfd4AaABAg,@FidoLeon-ji3eb,UCT7TDMwmlE1ONN4k8rBzyMw,prabowo asu,0,prabowo asu,Neutral
2FPx1_CUzYQ,UgwCM6TViNo8XdARcF14AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgwCM6TViNo8XdARcF14AaABAg,@cobainAbis,UCtrY453oMBE3iuYaYUigIzA,"Pak purbaya udah kerja keras, tapi kekuatan politik yg membuat dia ga berkutik perihal MBG &amp; Koperasi merput, adalagi warisan utang jokowi yg sangat beban.",0,pak purbaya udah kerja keras tapi kekuatan politik yang membuat dia tidak berkutik perihal mbg koperasi merput adalagi warisan utang jokowi yang sangat beban,Negative
2FPx1_CUzYQ,Ugz2BaKlpqiJF_GPRsB4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugz2BaKlpqiJF_GPRsB4AaABAg,@andrisetiawan1078,UCoEW65NSg_6_DBLhl8NJXzA,Solusi bagus itu gak bakal dipake pemerintah bos. Karena mereka hanya butuh di jilat.,0,solusi bagus itu tidak bakal dipake pemerintah bos karena mereka hanya butuh di jilat,Positive
2FPx1_CUzYQ,UgwfozqBjjvnPR6QJLh4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgwfozqBjjvnPR6QJLh4AaABAg,@edyirianto1931,UCIfhS7SUUNaTwjfPWFLx0XQ,"Apalah kita sebagai rakyat biasa, ngomong aja langsung di bungkam, klo memang mau perubahan, siapkan program yg menguntungkan rakyat dan rakyat bersatu untuk menggaungkannya,",0,apalah kita sebagai rakyat biasa ngomong saja langsung di bungkam kalau memang mau perubahan siapkan program yang menguntungkan rakyat dan rakyat bersatu untuk menggaungkannya,Neutral
2FPx1_CUzYQ,UgxYVxX52znVYE12WJ94AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgxYVxX52znVYE12WJ94AaABAg,@temetumbal01,UCwMByCHCruxFaSFp4kF31Zw,MBG merugikan Negara<br>MBG merugikan Negara<br>MBG merugikan Negara<br>MBG merugikan Negara<br>MBG merugikan Negara,0,mbg merugikan negara mbg merugikan negara mbg merugikan negara mbg merugikan negara mbg merugikan negara,Neutral
2FPx1_CUzYQ,UgxkHfYOQ_IJubJrBCZ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgxkHfYOQ_IJubJrBCZ4AaABAg,@SayaSaja-h6s,UCU81eQCKZzIyrPI6fjgkT-w,"Yah aku pikir itu kek 2 sisi telapak tangan juga sih, biar sentimen masyarakat tenang tapi ya disi sisi lain bikin buruk juga seperti menutupi kesalahan",0,yah aku pikir itu kek sisi telapak tangan juga sih biar sentimen masyarakat tenang tapi ya disi sisi lain bikin buruk juga seperti menutupi kesalahan,Neutral
2FPx1_CUzYQ,UgyWgwnOfJQ7JHDlGJp4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgyWgwnOfJQ7JHDlGJp4AaABAg,@kenallinguistik,UCRx1ODOXptzEBjU19_kUEZQ,"Konoha: kocak, norak, halah!!!",0,konoha kocak norak halah,Neutral
2FPx1_CUzYQ,UgwfObvHjGRDjG0K-NZ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgwfObvHjGRDjG0K-NZ4AaABAg,@Aditya-pr5sn,UCQsjvMEh_JDKUtFMPPkFakA,Hore hancur,0,hore hancur,Negative
2FPx1_CUzYQ,Ugy6YlUccv_XrOpsUZ14AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugy6YlUccv_XrOpsUZ14AaABAg,@rarotomotif1532,UC71641b8MC4ErldWwNYzlHQ,"Kurasa bung Fery ini harus ada di pihak pemerintah,kasih bung Fery ini jabatan strategis di bidang ekonomi.<br>Lebih kompeten orang nya <br>Sehat selalu bung❤",0,kurasa bung fery ini harus ada di pihak pemerintah kasih bung fery ini jabatan strategis di bidang ekonomi lebih kompeten orang nya sehat selalu bung,Neutral
2FPx1_CUzYQ,UgzaIJq83CuuZLjcLad4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgzaIJq83CuuZLjcLad4AaABAg,@3Deologi,UCyn8ZMDIA-VdoD6SYDtBTsg,bwang fer 2029 ada kepikiran buat nyapres engga 😅,0,bwang fer ada kepikiran buat nyapres engga,Neutral
2FPx1_CUzYQ,UgwE6OynJcNoQ4Q8kxR4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgwE6OynJcNoQ4Q8kxR4AaABAg,@ethaimuet5203,UCGmJ1HVkWVMf35PPHcShccQ,"Jika IKN batal menjadi ibu kota, kepercayaan investor asing bisa menurun. Dampaknya bukan hanya pada pembangunan, tetapi juga pada persepsi dunia terhadap masa depan ekonomi Indonesia. Jika kepercayaan melemah, nilai rupiah berpotensi terus tertekan",1,jika ikn batal menjadi ibu kota kepercayaan investor asing bisa menurun dampaknya bukan hanya pada pembangunan tetapi juga pada persepsi dunia terhadap masa depan ekonomi indonesia jika kepercayaan melemah nilai rupiah berpotensi terus tertekan,Negative
2FPx1_CUzYQ,UgwO6cOB6c09QCdCF914AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgwO6cOB6c09QCdCF914AaABAg,@niammclaren,UCvxsS9mKUnJVUNDz7iZeiMg,"Bang, coba bikin index ferry. pasar pasti memperhatikan.",0,bang coba bikin index ferry pasar pasti memperhatikan,Neutral
2FPx1_CUzYQ,UgzSWTWvz-haM5_uzeB4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgzSWTWvz-haM5_uzeB4AaABAg,@prasetyadanur3479,UC1Bhx_RyhM_puiz50it46Sw,Statement  itu menguntungkan importir bla bla.... yakin sih buzzer pemerintah itu ... bang benXX😂,0,statement itu menguntungkan importir bla bla yakin sih buzzer pemerintah itu bang benxx,Neutral
2FPx1_CUzYQ,UgypoMZ_ltEayXXvO114AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgypoMZ_ltEayXXvO114AaABAg,@ijajkeyboard,UC-v3cDS676-16tYSduPD6Cg,"Mantap, inimah kuliah ekonomi premium😅",0,mantap inimah kuliah ekonomi premium,Positive
2FPx1_CUzYQ,Ugw0phEREwpeNXNNw8Z4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugw0phEREwpeNXNNw8Z4AaABAg,@DaniPrastyo-d4p,UCyXxLZIthGbrMt-ynRKuEgw,"Itu di Iran 1 juta lebih per dolar, mereka tenang&quot; aja, ngapain Lo repot fer",0,itu di iran juta lebih per dolar mereka tenang saja ngapain lo repot fer,Neutral
2FPx1_CUzYQ,UgzpHk8UT4egC7VLpyB4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgzpHk8UT4egC7VLpyB4AaABAg,@ilhamalhalis134,UCx1hlgspiCSoAYMQrg2Hz3w,Bang Ferry dapat datanya darimana haha,1,bang ferry dapat datanya darimana haha,Neutral
2FPx1_CUzYQ,Ugz-zoO05LdPxaaAjRJ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugz-zoO05LdPxaaAjRJ4AaABAg,@priskilagita2356,UCeyF5hGYMmUIwy3WIdvtMBQ,Sorry SALFOK ama tulisan tangan bang ferry. Rapiii amaat,0,sorry salfok ama tulisan tangan bang ferry rapiii amaat,Neutral
2FPx1_CUzYQ,Ugy7QAxJll6Gn30_vq14AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugy7QAxJll6Gn30_vq14AaABAg,@primarizkysebayang412,UClvUh04ouEVq_L3SrS2hobQ,BBM SUBSIDI SUDAH MAU DI HAPUS GUYS,0,bbm subsidi sudah mau di hapus guys,Neutral
2FPx1_CUzYQ,UgzsyaKAylRrJ67oK_Z4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgzsyaKAylRrJ67oK_Z4AaABAg,@hudareog,UC4yWlCNP7h3wOBRk1vHORLw,Taiwan negara kerja aku sekarang <br>Alhamdulillah di sini nyaman bgt <br>Semua tertata rapi <br>Transportasi umum sangat bagus <br>Jamsostek sangat bagus <br>Semua orang dengan gaji 1 bulan bisa ke beli iPhone terbaru,0,taiwan negara kerja aku sekarang alhamdulillah di sini nyaman banget semua tertata rapi transportasi umum sangat bagus jamsostek sangat bagus semua orang dengan gaji bulan bisa ke beli iphone terbaru,Positive
2FPx1_CUzYQ,Ugyh1Tp79i65_N-FmpV4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugyh1Tp79i65_N-FmpV4AaABAg,@ombalz,UCEcWp0_PtjM78bW4WfyHIZA,"Bang Ferry, bahas dnk subsidi pertalite infonya dr harga rp.16,000, disubsidi pemerintah 6rb, makanya harga pertalite 10rb, itu apakah bener logika nya? Masa lebih mahal dr pertamax? 😢",0,bang ferry bahas dnk subsidi pertalite infonya dari harga rp disubsidi pemerintah rb makanya harga pertalite rb itu apakah bener logika nya masa lebih mahal dari pertamax,Neutral
2FPx1_CUzYQ,UgzdWtJtiYIRmotIDG94AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgzdWtJtiYIRmotIDG94AaABAg,@cvabimakarya,UC5dD7if_5hAq6iDCaqg-tdw,"Orang yg pernah bicara Indonesia bubar, malah dipilih untuk mewujudkan perkataannya.<br>Mikiiirr 🤷",0,orang yang pernah bicara indonesia bubar malah dipilih untuk mewujudkan perkataannya mikiiirr,Neutral
2FPx1_CUzYQ,UgwuYvKP2prcEfMfep14AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgwuYvKP2prcEfMfep14AaABAg,@primarizkysebayang412,UClvUh04ouEVq_L3SrS2hobQ,Tutorial green card AS dong,0,tutorial green card as dong,Neutral
2FPx1_CUzYQ,UgyRbfvBrdPJFjgv88l4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgyRbfvBrdPJFjgv88l4AaABAg,@odigates4815,UCGYgosGXfek1AoLdAtIlAQQ,"pengadaan&quot; dari pemerintah jahanam ini yg harus kita usut tuntas, udh ada insikasi korupsinya, harus dipenjara, kyk contoh rudy mas&#39;ud",0,pengadaan dari pemerintah jahanam ini yang harus kita usut tuntas sudah ada insikasi korupsinya harus dipenjara kyk contoh rudy mas ud,Neutral
2FPx1_CUzYQ,UgymCVLpUvf2ek5cKMJ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgymCVLpUvf2ek5cKMJ4AaABAg,@afrizalsetionotumanggor4020,UCnXGyWHPNiZVR_Wc3mgTsTw,Mayoritas Komen bernada sentimen bisa dipastikan diisi orang2 yang gak paham konten ini &amp;/ gak nonton sampek full,0,mayoritas komen bernada sentimen bisa dipastikan diisi orang yang tidak paham konten ini tidak nonton sampek full,Negative
2FPx1_CUzYQ,Ugzq_zqJWQFla76fmZJ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugzq_zqJWQFla76fmZJ4AaABAg,@faldyreizandy9120,UCE6SXb9SDwqfd3vJhyydTGQ,Hadeuh purbaya purbaya,0,hadeuh purbaya purbaya,Neutral
2FPx1_CUzYQ,UgyjFX2EAmfFK9zitpZ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgyjFX2EAmfFK9zitpZ4AaABAg,@SuparHedong,UC14JHFFjzHGzl1jGX0rjhcA,"Mending bikin konten naik gunung daripada sok tau, sok ngerti ekonomi sambil ngoceh depan kamera, jangan d liatin SDM sama khalayak ramai",0,mending bikin konten naik gunung daripada sok tau sok ngerti ekonomi sambil ngoceh depan kamera jangan d liatin sdm sama khalayak ramai,Neutral
2FPx1_CUzYQ,UgxKoQbifjD9YImVNsZ4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgxKoQbifjD9YImVNsZ4AaABAg,@SAIYEGSAEKOPROYO,UCqkJy2vm0htxY9km0O_nkhQ,pokoknya ada kata mentri konoha😅,0,pokoknya ada kata mentri konoha,Neutral
2FPx1_CUzYQ,Ugw6gveK9xNohUAv-Y54AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugw6gveK9xNohUAv-Y54AaABAg,@cungkring_9661,UCe3T98xWfFSCuuZuJZGBNOg,Alhamdulillah baru jual sawit harga 2.750 perkilo,0,alhamdulillah baru jual sawit harga perkilo,Neutral
2FPx1_CUzYQ,UgwEwx_59KDgMsxvUcF4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgwEwx_59KDgMsxvUcF4AaABAg,@a.darmatanra5005,UCuu_QKLcneshklQ_BVqR4-Q,MBG tidak menarik bagi investor. Harus nya di stop total. Lebih baik modal MBG di buat pabrik semiconductor atau bidang teknologi.,0,mbg tidak menarik bagi investor harus nya di stop total lebih baik modal mbg di buat pabrik semiconductor atau bidang teknologi,Positive
2FPx1_CUzYQ,UgzH6-JajhyHXlwk3ZN4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=UgzH6-JajhyHXlwk3ZN4AaABAg,@oneesan69,UClep0TRSgB9p6JxsFUvMgCw,Siapa sih yang pilih 2 kemarin,0,siapa sih yang pilih kemarin,Neutral
2FPx1_CUzYQ,Ugwol4DQ0v1dXABaKpF4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugwol4DQ0v1dXABaKpF4AaABAg,@evrinurmanudin5964,UCP-JP074MQEfGGO20QVPPoA,"Intinya pengeluaran terbesar hanya untuk balikin modal orang yg ambisi jadi presiden, dan bukanya ambisi jadi pemimpin terbaik....",0,intinya pengeluaran terbesar hanya untuk balikin modal orang yang ambisi jadi presiden dan bukanya ambisi jadi pemimpin terbaik,Neutral
2FPx1_CUzYQ,Ugz9w5ZdAKh6F1plY0d4AaABAg,https://www.youtube.com/watch?v=2FPx1_CUzYQ&lc=Ugz9w5ZdAKh6F1plY0d4AaABAg,@qhihandoko817,UCsWCD3NwTiQ8G1a71XV1iNw,karena belum makan jadi lemes 😂😂😂,0,karena belum makan jadi lemes,Neutral
